id,title,year,rated,released,runtime,genre,director,writer,actors,plot,language,awards,poster,ratings,metascore,imdbrating,imdbvotes,imdbid,dvd,boxoffice,production,website 
tt1142988,The Ugly Truth,2009,R,2009-07-24,96,"Comedy, Romance",Robert Luketic,"Nicole Eastman (screenplay), Karen McCullah (screenplay), Kirsten Smith (screenplay), Nicole Eastman (story)","Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter",An uptight television producer takes control of a morning show segment on modern relationships hosted by a misogynistic man.,English,3 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTM2MTM2OTUwNl5BMl5BanBnXkFtZTcwNTgwNTE0Mg@@._V1_SX300.jpg,14.0,28,6.4,1958140,tt1142988,2009-11-10,88915214,https://m.media-amazon.com/images/M/MV5BMTM2MTM2OTUwNl5BMl5BanBnXkFtZTcwNTgwNTE0Mg@@._V1_SX300.jpg,
tt1212436,The Back-up Plan,2010,PG-13,2010-04-23,104,"Comedy, Romance",Alan Poul,Kate Angelo,"Jennifer Lopez, Alex O'Loughlin, Michaela Watkins, Eric Christian Olsen","A woman conceives twins through artificial insemination, only to meet the man of her dreams on the very same day.",English,2 nominations.,https://m.media-amazon.com/images/M/MV5BNjAzODM4NTc1OF5BMl5BanBnXkFtZTcwNDU2ODUzMw@@._V1_SX300.jpg,18.0,34,5.3,470100,tt1212436,2010-08-24,37481242,https://m.media-amazon.com/images/M/MV5BNjAzODM4NTc1OF5BMl5BanBnXkFtZTcwNDU2ODUzMw@@._V1_SX300.jpg,
tt1038919,The Bounty Hunter,2010,PG-13,2010-03-19,110,"Action, Comedy, Romance",Andy Tennant,Sarah Thorp,"Gerard Butler, Jennifer Aniston, Gio Perez, Joel Marsh Garland","A bounty hunter learns that his next target is his ex-wife, a reporter working on a murder cover-up. Soon after their reunion, the always-at-odds duo find themselves on a run-for-their-lives adventure.","English, Ukrainian",4 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BMTUwNjY4MjY0MV5BMl5BanBnXkFtZTcwNTA2OTYwMw@@._V1_SX300.jpg,12.0,22,5.6,1169060,tt1038919,2010-07-13,66700000,https://m.media-amazon.com/images/M/MV5BMTUwNjY4MjY0MV5BMl5BanBnXkFtZTcwNTA2OTYwMw@@._V1_SX300.jpg,
tt1282140,Easy A,2010,PG-13,2010-09-17,92,"Comedy, Drama, Romance",Will Gluck,Bert V. Royal,"Emma Stone, Penn Badgley, Amanda Bynes, Dan Byrd",A clean-cut high school student relies on the school's rumor mill to advance her social and financial standing.,English,Nominated for 1 Golden Globe. Another 9 wins & 20 nominations.,https://m.media-amazon.com/images/M/MV5BMjE1MzU1Mjg1OF5BMl5BanBnXkFtZTcwNDc3NDQ2Mw@@._V1_SX300.jpg,85.0,72,7.1,3427210,tt1282140,2010-12-21,58401464,https://m.media-amazon.com/images/M/MV5BMjE1MzU1Mjg1OF5BMl5BanBnXkFtZTcwNDc3NDQ2Mw@@._V1_SX300.jpg,
tt1322312,Going the Distance,2010,R,2010-09-03,102,"Comedy, Romance",Nanette Burstein,Geoff LaTulippe,"Drew Barrymore, Justin Long, Charlie Day, Jason Sudeikis",A romantic comedy centered on a guy and a gal who try to keep their love alive as they shuttle back and forth between New York and San Francisco to see one another.,English,,https://m.media-amazon.com/images/M/MV5BMjQ1ODUyMjk5N15BMl5BanBnXkFtZTcwMjAxOTE2Mw@@._V1_SX300.jpg,54.0,51,6.3,555380,tt1322312,2010-11-30,17797316,https://m.media-amazon.com/images/M/MV5BMjQ1ODUyMjk5N15BMl5BanBnXkFtZTcwMjAxOTE2Mw@@._V1_SX300.jpg,
tt1341188,How Do You Know,2010,PG-13,2010-12-17,121,"Comedy, Drama, Romance",James L. Brooks,James L. Brooks,"Reese Witherspoon, Paul Rudd, Owen Wilson, Jack Nicholson","After being cut from the U.S.A. softball team and feeling a bit past her prime, Lisa finds herself evaluating her life and in the middle of a love triangle, as a corporate guy in crisis competes with her current, baseball-playing beau.",English,3 nominations.,https://m.media-amazon.com/images/M/MV5BOTQyMzU4OTk1N15BMl5BanBnXkFtZTcwNTE5MTUxNA@@._V1_SX300.jpg,32.0,46,5.4,427820,tt1341188,2011-03-22,30212620,https://m.media-amazon.com/images/M/MV5BOTQyMzU4OTk1N15BMl5BanBnXkFtZTcwNTE5MTUxNA@@._V1_SX300.jpg,
tt1407061,Just Wright,2010,PG,2010-05-14,100,"Comedy, Romance, Sport",Sanaa Hamri,Michael Elliot,"Queen Latifah, Common, Paula Patton, James Pickens Jr.",A physical therapist falls for the basketball player she is helping recover from a career-threatening injury.,English,1 win & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMTQ5MTcxODQwNF5BMl5BanBnXkFtZTcwNDk1MjQyMw@@._V1_SX300.jpg,45.0,51,5.9,128980,tt1407061,2010-09-14,21520719,https://m.media-amazon.com/images/M/MV5BMTQ5MTcxODQwNF5BMl5BanBnXkFtZTcwNDk1MjQyMw@@._V1_SX300.jpg,
tt1103153,Killers,2010,PG-13,2010-06-04,100,"Action, Comedy, Romance, Thriller",Robert Luketic,"Bob DeRosa (screenplay), Ted Griffin (screenplay), Bob DeRosa (story)","Ashton Kutcher, Katherine Heigl, Tom Selleck, Catherine O'Hara","A vacationing woman meets her ideal man, leading to a swift marriage. Back at home, however, their idyllic life is upset when they discover their neighbors could be assassins who have been contracted to kill the couple.",English,2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTU0NDIwOTcwOV5BMl5BanBnXkFtZTcwNjU3NTQ0Mw@@._V1_SX300.jpg,10.0,21,5.4,844370,tt1103153,2010-09-07,47000485,https://m.media-amazon.com/images/M/MV5BMTU0NDIwOTcwOV5BMl5BanBnXkFtZTcwNjU3NTQ0Mw@@._V1_SX300.jpg,
tt1216492,Leap Year,2010,PG,2010-01-08,100,"Comedy, Romance",Anand Tucker,"Deborah Kaplan, Harry Elfont","Amy Adams, Matthew Goode, Adam Scott, John Lithgow","Anna Brady plans to travel to Dublin, Ireland to propose marriage to her boyfriend Jeremy on Leap Day, because, according to Irish tradition, a man who receives a marriage proposal on a leap day must accept it.","English, Ukrainian",,https://m.media-amazon.com/images/M/MV5BMTgzMTQ2MDQxMF5BMl5BanBnXkFtZTcwODEzOTg5Mg@@._V1_SX300.jpg,23.0,33,6.5,898990,tt1216492,2010-05-04,25893485,https://m.media-amazon.com/images/M/MV5BMTgzMTQ2MDQxMF5BMl5BanBnXkFtZTcwODEzOTg5Mg@@._V1_SX300.jpg,
tt0892318,Letters to Juliet,2010,PG,2010-05-14,105,"Adventure, Comedy, Drama, Romance",Gary Winick,"Jose Rivera, Tim Sullivan","Amanda Seyfried, Marcia DeBonis, Gael García Bernal, Giordano Formenti","Sophie dreams of becoming a writer and travels to Verona, Italy where she meets the ""Secretaries of Juliet"".","English, Italian, Spanish",6 nominations.,https://m.media-amazon.com/images/M/MV5BMjg0OTU0NDYwNF5BMl5BanBnXkFtZTcwNzUwNTMyMw@@._V1_SX300.jpg,41.0,50,6.5,881240,tt0892318,2010-09-14,53021560,https://m.media-amazon.com/images/M/MV5BMjg0OTU0NDYwNF5BMl5BanBnXkFtZTcwNzUwNTMyMw@@._V1_SX300.jpg,
tt1055292,Life as We Know It,2010,PG-13,2010-10-08,114,"Comedy, Drama, Romance",Greg Berlanti,"Ian Deitchman, Kristin Rusk Robinson","Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett",Two single adults become caregivers to an orphaned girl when their mutual best friends die in an accident.,English,2 nominations.,https://m.media-amazon.com/images/M/MV5BMTc1OTQzNzE0Nl5BMl5BanBnXkFtZTcwNDU4NDk3Mw@@._V1_SX300.jpg,29.0,39,6.5,1174000,tt1055292,2011-02-08,53358964,https://m.media-amazon.com/images/M/MV5BMTc1OTQzNzE0Nl5BMl5BanBnXkFtZTcwNDU4NDk3Mw@@._V1_SX300.jpg,
tt1261945,Sex and the City 2,2010,R,2010-05-27,146,"Comedy, Drama, Romance",Michael Patrick King,"Michael Patrick King, Candace Bushnell (characters from the book by), Darren Star (television series creator)","Sarah Jessica Parker, Kristin Davis, Cynthia Nixon, Kim Cattrall","While wrestling with the pressures of life, love, and work in Manhattan, Carrie, Miranda, and Charlotte join Samantha for a trip to Abu Dhabi (United Arab Emirates), where Samantha's ex is filming a new movie.","English, Arabic",8 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BMTM3OTUyNTI3MF5BMl5BanBnXkFtZTcwODcyMzM0Mw@@._V1_SX300.jpg,16.0,27,4.5,715280,tt1261945,2010-10-26,95328937,https://m.media-amazon.com/images/M/MV5BMTM3OTUyNTI3MF5BMl5BanBnXkFtZTcwODcyMzM0Mw@@._V1_SX300.jpg,
tt0815236,She's Out of My League,2010,R,2010-03-12,104,"Comedy, Romance",Jim Field Smith,"Sean Anders, John Morris","Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel","An average Joe meets the perfect woman, but his lack of confidence and the influence of his friends and family begin to pick away at the relationship.","English, Ukrainian",1 nomination.,https://m.media-amazon.com/images/M/MV5BMTkwMTY5ODA1MF5BMl5BanBnXkFtZTcwODYyNzAxMw@@._V1_SX300.jpg,58.0,46,6.4,1214620,tt0815236,2010-06-22,28712974,https://m.media-amazon.com/images/M/MV5BMTkwMTY5ODA1MF5BMl5BanBnXkFtZTcwODYyNzAxMw@@._V1_SX300.jpg,
tt0889573,The Switch,2010,PG-13,2010-08-20,101,"Comedy, Drama, Romance","Josh Gordon, Will Speck","Jeffrey Eugenides (based on the short story ""Baster"" by), Allan Loeb (screenplay by)","Jason Bateman, Victor Pagan, Jennifer Aniston, Jeff Goldblum","Seven years after the fact, a man comes to the realization that he was the sperm donor for his best friend's boy.",English,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BODQ5ODc0MjU1N15BMl5BanBnXkFtZTcwMTc3NzcyMw@@._V1_SX300.jpg,51.0,52,6.1,931670,tt0889573,2011-03-15,27400000,https://m.media-amazon.com/images/M/MV5BODQ5ODc0MjU1N15BMl5BanBnXkFtZTcwMTc3NzcyMw@@._V1_SX300.jpg,
tt0817230,Valentine's Day,2010,PG-13,2010-02-12,125,"Comedy, Romance",Garry Marshall,"Katherine Fugate (screenplay), Katherine Fugate (story), Abby Kohn (story), Marc Silverstein (story)","Jessica Alba, Kathy Bates, Jessica Biel, Bradley Cooper",Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day.,"English, Spanish, Russian, Italian",7 wins & 12 nominations.,https://m.media-amazon.com/images/M/MV5BMTk3MTIwNDIxNF5BMl5BanBnXkFtZTcwMDMyMzcwMw@@._V1_SX300.jpg,18.0,34,5.7,1100280,tt0817230,2010-05-18,110500000,https://m.media-amazon.com/images/M/MV5BMTk3MTIwNDIxNF5BMl5BanBnXkFtZTcwMDMyMzcwMw@@._V1_SX300.jpg,
tt1185416,When in Rome,2010,PG-13,2010-01-29,91,"Comedy, Romance",Mark Steven Johnson,"David Diamond, David Weissman","Kristen Bell, Josh Duhamel, Anjelica Huston, Danny DeVito","Beth is a young, ambitious New Yorker who is completely unlucky in love. However, on a whirlwind trip to Rome, she impulsively steals some coins from a reputed fountain of love, and is then aggressively pursued by a band of suitors.","English, Italian, Ukrainian",3 nominations.,https://m.media-amazon.com/images/M/MV5BMTM0OTQ3MjgzN15BMl5BanBnXkFtZTcwMjMyNzg3Mg@@._V1_SX300.jpg,17.0,25,5.6,584770,tt1185416,2010-06-15,32578915,https://m.media-amazon.com/images/M/MV5BMTM0OTQ3MjgzN15BMl5BanBnXkFtZTcwMjMyNzg3Mg@@._V1_SX300.jpg,
tt1570728,"Crazy, Stupid, Love.",2011,PG-13,2011-07-29,118,"Comedy, Drama, Romance","Glenn Ficarra, John Requa",Dan Fogelman,"Steve Carell, Ryan Gosling, Julianne Moore, Emma Stone","A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",English,Nominated for 1 Golden Globe. Another 3 wins & 22 nominations.,https://m.media-amazon.com/images/M/MV5BMTg2MjkwMTM0NF5BMl5BanBnXkFtZTcwMzc4NDg2NQ@@._V1_SX300.jpg,79.0,68,7.4,4516890,tt1570728,2011-11-01,83300000,https://m.media-amazon.com/images/M/MV5BMTg2MjkwMTM0NF5BMl5BanBnXkFtZTcwMzc4NDg2NQ@@._V1_SX300.jpg,
tt1833845,Eating Out: Drama Camp,2011,Not Rated,2011-07-01,91,Comedy,Q. Allan Brocka,"Q. Allan Brocka, Phillip J. Bartell","Chris Salvatore, Daniel Skelton, Aaron Milo, Lilach Mendelovich",Temptations at a drama camp threaten a gay relationship that may already be cooling.,English,1 win.,https://m.media-amazon.com/images/M/MV5BMTM2NTI0ODE4NF5BMl5BanBnXkFtZTcwMTE0NTE2Nw@@._V1_SX300.jpg,,,5.4,21930,tt1833845,2011-10-25,,https://m.media-amazon.com/images/M/MV5BMTM2NTI0ODE4NF5BMl5BanBnXkFtZTcwMTE0NTE2Nw@@._V1_SX300.jpg,
tt0893412,From Prada to Nada,2011,PG-13,2011-01-28,107,"Comedy, Drama, Romance",Angel Gracia,"Fina Torres (screenplay), Luis Alfaro (screenplay), Craig Fernandez (screenplay), Jane Austen (novel)","Camilla Belle, Alexa PenaVega, Tina French, Luis Rosales","A Latina spin on Jane Austen's ""Sense and Sensibility,"" where two spoiled sisters who have been left penniless after their father's sudden death are forced to move in with their estranged aunt in East Los Angeles.","English, Spanish",2 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTY2NDAxNjgwMF5BMl5BanBnXkFtZTcwNDc3NzQxNA@@._V1_SX300.jpg,20.0,39,5.5,139020,tt0893412,2012-01-03,3016244,https://m.media-amazon.com/images/M/MV5BMTY2NDAxNjgwMF5BMl5BanBnXkFtZTcwNDc3NzQxNA@@._V1_SX300.jpg,
tt1742650,I Don't Know How She Does It,2011,PG-13,2011-09-16,89,"Comedy, Romance",Douglas McGrath,"Aline Brosh McKenna (screenplay), Allison Pearson (novel)","Sarah Jessica Parker, Pierce Brosnan, Greg Kinnear, Christina Hendricks","A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids.",English,2 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMzUyNDY1Mzk0NV5BMl5BanBnXkFtZTcwNDQwODg2Ng@@._V1_SX300.jpg,17.0,38,4.9,189230,tt1742650,2012-01-03,9500000,https://m.media-amazon.com/images/M/MV5BMzUyNDY1Mzk0NV5BMl5BanBnXkFtZTcwNDQwODg2Ng@@._V1_SX300.jpg,
tt1564367,Just Go with It,2011,PG-13,2011-02-11,117,"Comedy, Romance",Dennis Dugan,"Allan Loeb (screenplay), Timothy Dowling (screenplay), I.A.L. Diamond (screenplay ""Cactus Flower""), Abe Burrows (stage play), Pierre Barillet (French play), Jean-Pierre Grédy (French play)","Adam Sandler, Jennifer Aniston, Nicole Kidman, Nick Swardson","On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend.",English,5 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMTM3MzM3NDE5MV5BMl5BanBnXkFtZTcwNDE5MTUxNA@@._V1_SX300.jpg,19.0,33,6.4,2102510,tt1564367,2011-06-07,103028109,https://m.media-amazon.com/images/M/MV5BMTM3MzM3NDE5MV5BMl5BanBnXkFtZTcwNDE5MTUxNA@@._V1_SX300.jpg,
tt1583420,Larry Crowne,2011,PG-13,2011-07-01,98,"Comedy, Drama, Romance",Tom Hanks,"Tom Hanks, Nia Vardalos","Tom Hanks, Sarah Mahoney, Roxana Ortega, Randall Park","After losing his job, a middle-aged man reinvents himself by going back to college.",English,3 nominations.,https://m.media-amazon.com/images/M/MV5BYjQ4MzlmZDUtN2ViMi00ZTAwLWFkMmItNGRlZmM1NjQ1ZmJjXkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_SX300.jpg,36.0,41,6.1,607660,tt1583420,2011-11-15,35565975,https://m.media-amazon.com/images/M/MV5BYjQ4MzlmZDUtN2ViMi00ZTAwLWFkMmItNGRlZmM1NjQ1ZmJjXkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_SX300.jpg,
tt1605783,Midnight in Paris,2011,PG-13,2011-06-10,94,"Comedy, Fantasy, Romance",Woody Allen,Woody Allen,"Owen Wilson, Rachel McAdams, Kurt Fuller, Mimi Kennedy","While on a trip to Paris with his fiancée's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight.","English, French, Spanish, German",Won 1 Oscar. Another 25 wins & 101 nominations.,https://m.media-amazon.com/images/M/MV5BMTM4NjY1MDQwMl5BMl5BanBnXkFtZTcwNTI3Njg3NA@@._V1_SX300.jpg,93.0,81,7.7,3683760,tt1605783,2011-12-20,55400000,https://m.media-amazon.com/images/M/MV5BMTM4NjY1MDQwMl5BMl5BanBnXkFtZTcwNTI3Njg3NA@@._V1_SX300.jpg,
tt1598822,New Year's Eve,2011,PG-13,2011-12-09,118,"Comedy, Romance",Garry Marshall,Katherine Fugate,"Michelle Pfeiffer, Zac Efron, Charlotte Marshall-Fricker, Fiona Choi",The lives of several couples and singles in New York City intertwine over the course of New Year's Eve.,English,2 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMjI2Mzg2MDQxOV5BMl5BanBnXkFtZTcwNzc3NTY5Ng@@._V1_SX300.jpg,7.0,22,5.7,791680,tt1598822,2012-05-01,54538013,https://m.media-amazon.com/images/M/MV5BMjI2Mzg2MDQxOV5BMl5BanBnXkFtZTcwNzc3NTY5Ng@@._V1_SX300.jpg,
tt0491152,Something Borrowed,2011,PG-13,2011-05-06,112,"Comedy, Drama, Romance",Luke Greenfield,"Jennie Snyder Urman (screenplay), Emily Giffin (novel)","Ginnifer Goodwin, Kate Hudson, Colin Egglesfield, John Krasinski","Friendships are tested and secrets come to the surface when terminally single Rachel falls for Dex, her best friend Darcy's fiancé.",English,5 nominations.,https://m.media-amazon.com/images/M/MV5BNzczNzMzODk0Nl5BMl5BanBnXkFtZTcwMjgwMjI0NA@@._V1_SX300.jpg,15.0,36,5.9,557010,tt0491152,2011-08-16,39000000,https://m.media-amazon.com/images/M/MV5BNzczNzMzODk0Nl5BMl5BanBnXkFtZTcwMjgwMjI0NA@@._V1_SX300.jpg,
tt0810922,Take Me Home Tonight,2011,R,2011-03-04,97,"Comedy, Drama, Romance",Michael Dowse,"Jackie Filgo (screenplay), Jeff Filgo (screenplay), Topher Grace (story), Gordon Kaywin (story)","Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer","Four years after graduation, an awkward high school genius uses his sister's boyfriend's Labor Day party as the perfect opportunity to make his move on his high school crush.",English,1 nomination.,https://m.media-amazon.com/images/M/MV5BNjc2OTg5NTM1NV5BMl5BanBnXkFtZTcwODM3MTMyNA@@._V1_SX300.jpg,27.0,42,6.3,499710,tt0810922,2011-07-19,6923891,https://m.media-amazon.com/images/M/MV5BNjc2OTg5NTM1NV5BMl5BanBnXkFtZTcwODM3MTMyNA@@._V1_SX300.jpg,
tt0770703,What's Your Number?,2011,R,2011-09-30,106,"Comedy, Romance",Mark Mylod,"Karyn Bosnak (novel), Gabrielle Allan (screenplay), Jennifer Crittenden (screenplay)","Anna Faris, Chris Evans, Ari Graynor, Blythe Danner",A woman looks back at the past nineteen men she's had relationships with in her life and wonders if one of them might be her one true love.,English,1 win.,https://m.media-amazon.com/images/M/MV5BMjIzNTc2MTgwNV5BMl5BanBnXkFtZTcwMzYzMzgxNQ@@._V1_SX300.jpg,24.0,35,6.1,697060,tt0770703,2012-01-10,14008193,https://m.media-amazon.com/images/M/MV5BMjIzNTc2MTgwNV5BMl5BanBnXkFtZTcwMzYzMzgxNQ@@._V1_SX300.jpg,
tt1605630,American Reunion,2012,R,2012-04-06,113,Comedy,"Jon Hurwitz, Hayden Schlossberg","Jon Hurwitz (screenplay), Hayden Schlossberg (screenplay), Adam Herz (characters)","Jason Biggs, Alyson Hannigan, Chris Klein, Thomas Ian Nicholas","Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion.",English,1 win & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTY4MTEyMzU1N15BMl5BanBnXkFtZTcwNDQ0NTc1Nw@@._V1_SX300.jpg,45.0,49,6.7,1966590,tt1605630,2012-07-10,55300000,https://m.media-amazon.com/images/M/MV5BMTY4MTEyMzU1N15BMl5BanBnXkFtZTcwNDQ0NTc1Nw@@._V1_SX300.jpg,
tt1723123,Exit Strategy,2012,Not Rated,2012-02-10,76,"Comedy, Romance",Michael Whitton,"Rick Fontaine (based on the characters created by), Mustafa Harris (based on the characters created by), Reign Morton (based on the characters created by), Jameel Saleem (based on the characters created by), Jameel Saleem (screenplay), Kimelia Weathers (based on the characters created by)","Jameel Saleem, Quincy Harris, Noelle Balfour, Kimelia Weathers","Evicted from his apartment, James has to move in with his girlfriend of 3 months. He quickly discovers that she's everything he never wanted in a woman. His only option is to get her to ...",English,,https://m.media-amazon.com/images/M/MV5BMTYwMDgyNzI0OV5BMl5BanBnXkFtZTcwOTc4MTMyNw@@._V1_SX300.jpg,,,3.1,3510,tt1723123,2012-06-04,,https://m.media-amazon.com/images/M/MV5BMTYwMDgyNzI0OV5BMl5BanBnXkFtZTcwOTc4MTMyNw@@._V1_SX300.jpg,
tt1195478,The Five-Year Engagement,2012,R,2012-04-27,124,"Comedy, Romance",Nicholas Stoller,"Jason Segel, Nicholas Stoller","Jason Segel, Emily Blunt, Chris Pratt, Alison Brie","One year after meeting, Tom proposes to his girlfriend, Violet, but unexpected events keep tripping them up as they look to walk down the aisle together.","English, Spanish",,https://m.media-amazon.com/images/M/MV5BMTk3MDE1NTA3M15BMl5BanBnXkFtZTcwNDcwNTMxNw@@._V1_SX300.jpg,63.0,62,6.2,903750,tt1195478,2012-09-04,28644770,https://m.media-amazon.com/images/M/MV5BMTk3MDE1NTA3M15BMl5BanBnXkFtZTcwNDcwNTMxNw@@._V1_SX300.jpg,
tt1540128,Playing for Keeps,2012,PG-13,2012-12-07,105,"Comedy, Romance, Sport",Gabriele Muccino,Robbie Fox,"Gerard Butler, Jessica Biel, Noah Lomax, Dennis Quaid",A former sports star who's fallen on hard times starts coaching his son's football team as a way to get his life together. His attempts to become an adult are met with challenges from the attractive football moms who pursue him at every turn.,English,3 nominations.,https://m.media-amazon.com/images/M/MV5BMTY1MTU1OTA5NF5BMl5BanBnXkFtZTcwNTM1MTQyOA@@._V1_SX300.jpg,4.0,27,5.7,279490,tt1540128,2013-03-05,13099786,https://m.media-amazon.com/images/M/MV5BMTY1MTU1OTA5NF5BMl5BanBnXkFtZTcwNTM1MTQyOA@@._V1_SX300.jpg,
tt1839492,Ruby Sparks,2012,R,2012-09-06,104,"Comedy, Drama, Fantasy, Romance","Jonathan Dayton, Valerie Faris",Zoe Kazan,"Paul Dano, Zoe Kazan, Chris Messina, Annette Bening","A novelist struggling with writer's block finds romance in a most unusual way: by creating a female character he thinks will love him, then willing her into existence.","English, French",1 win & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMjE2OTM5OTUyOF5BMl5BanBnXkFtZTcwODI4Nzg3Nw@@._V1_SX300.jpg,79.0,67,7.2,929130,tt1839492,2012-10-30,2535819,https://m.media-amazon.com/images/M/MV5BMjE2OTM5OTUyOF5BMl5BanBnXkFtZTcwODI4Nzg3Nw@@._V1_SX300.jpg,
tt1045658,Silver Linings Playbook,2012,R,2012-12-25,122,"Comedy, Drama, Romance",David O. Russell,"David O. Russell (screenplay), Matthew Quick (novel)","Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver","After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",English,Won 1 Oscar. Another 88 wins & 147 nominations.,https://m.media-amazon.com/images/M/MV5BMTM2MTI5NzA3MF5BMl5BanBnXkFtZTcwODExNTc0OA@@._V1_SX300.jpg,92.0,81,7.7,6382630,tt1045658,2013-04-30,132088910,https://m.media-amazon.com/images/M/MV5BMTM2MTI5NzA3MF5BMl5BanBnXkFtZTcwODExNTc0OA@@._V1_SX300.jpg,
tt1932718,Thanks for Sharing,2012,R,2013-09-14,112,"Comedy, Drama, Romance",Stuart Blumberg,"Stuart Blumberg, Matt Winston","Mark Ruffalo, Tim Robbins, Gwyneth Paltrow, Josh Gad",A romantic comedy that brings together three disparate characters who are learning to face a challenging and often confusing world as they struggle together against a common demon: sex addiction.,English,2 nominations.,https://m.media-amazon.com/images/M/MV5BMjA5MzI3ODcxMF5BMl5BanBnXkFtZTcwODY5MTc4OQ@@._V1_SX300.jpg,51.0,54,6.4,255380,tt1932718,2014-01-07,752929,https://m.media-amazon.com/images/M/MV5BMjA5MzI3ODcxMF5BMl5BanBnXkFtZTcwODY5MTc4OQ@@._V1_SX300.jpg,
tt1621045,Think Like a Man,2012,PG-13,2012-04-20,122,"Comedy, Romance",Tim Story,"Keith Merryman (screenplay), David A. Newman (screenplay), Steve Harvey (book)","Michael Ealy, Jerry Ferrara, Meagan Good, Regina Hall",Four friends conspire to turn the tables on their women when they discover the ladies have been using Steve Harvey's relationship advice against them.,English,4 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMjExNTc4NDg3OV5BMl5BanBnXkFtZTcwNTMzNDAxNw@@._V1_SX300.jpg,54.0,51,6.5,421540,tt1621045,2012-08-28,91547205,https://m.media-amazon.com/images/M/MV5BMjExNTc4NDg3OV5BMl5BanBnXkFtZTcwNTMzNDAxNw@@._V1_SX300.jpg,
tt1596350,This Means War,2012,PG-13,2012-02-17,103,"Action, Comedy, Romance",McG,"Timothy Dowling (screenplay), Simon Kinberg (screenplay), Timothy Dowling (story), Marcus Gautesen (story)","Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger",C.I.A. operatives wage an epic battle on each other when they discover they are dating the same woman.,"English, German, Japanese, Serbian",1 win & 6 nominations.,https://m.media-amazon.com/images/M/MV5BMTYyOTQ4MDE2MV5BMl5BanBnXkFtZTcwOTE0MTgwNw@@._V1_SX300.jpg,26.0,31,6.3,1709070,tt1596350,2012-05-22,54758461,https://m.media-amazon.com/images/M/MV5BMTYyOTQ4MDE2MV5BMl5BanBnXkFtZTcwOTE0MTgwNw@@._V1_SX300.jpg,
tt1814621,Admission,2013,PG-13,2013-03-22,107,"Comedy, Drama, Romance",Paul Weitz,"Karen Croner (screenplay by), Jean Hanff Korelitz (based on the novel by)","Tina Fey, Ann Harada, Ben Levin, Dan Levy",A Princeton admissions officer who is up for a major promotion takes a professional risk after she meets a college-bound alternative school kid who just might be the son she gave up years ago in a secret adoption.,English,,https://m.media-amazon.com/images/M/MV5BOTE2OTkwNzg5Ml5BMl5BanBnXkFtZTcwOTY0NzQ3OA@@._V1_SX300.jpg,38.0,48,5.7,323730,tt1814621,2013-07-09,18000000,https://m.media-amazon.com/images/M/MV5BOTE2OTkwNzg5Ml5BMl5BanBnXkFtZTcwOTY0NzQ3OA@@._V1_SX300.jpg,
